SD_Sub_System,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,PL_Punch_Category,PL_Punch_Description,PL_No
DCS-01,IN,JNFF-6001_4,JUNCTION BOX,A,Grounding installed and connected.,PL-07120
DCS-01,IN,JNFF-6001_4,JUNCTION BOX,A,tightening bolts and nuts shall be done.,PL-07141
DCS-01,IN,JNFF-6001_4,JUNCTION BOX,C,Filling of additional support holes should be done.,PL-07204
DCS-01,IN,JNFF-6001_4,JUNCTION BOX,A,Termination shall be done.,PL-07183
DCS-01,IN,JNFF-6001_4,JUNCTION BOX,A,Name Plate should be install.(JNFF-7001-7),PL-07162
DCS-01,IN,JNFF-6001_5,JUNCTION BOX,A,Name Plate should be install.(JNFF-7001-7),PL-07163
DCS-01,IN,JNFF-6001_5,JUNCTION BOX,A,Termination shall be done.,PL-07184
DCS-01,IN,JNFF-6001_5,JUNCTION BOX,C,Filling of additional support holes should be done.,PL-07205
DCS-01,IN,JNFF-6001_5,JUNCTION BOX,A,tightening bolts and nuts shall be done.,PL-07142
DCS-01,IN,JNFF-6001_5,JUNCTION BOX,A,Grounding installed and connected.,PL-07121
DCS-01,IN,JNFF-6001_5,JUNCTION BOX,C,Cleaning all of JB.,PL-07100
DCS-01,IN,JNFF-6001_5,JUNCTION BOX,B,TOUCH UP JB JNFF 6001/4,PL-07079
DCS-01,IN,JNFF-6001_6,JUNCTION BOX,B,TOUCH UP JB JNFF 6001/4,PL-07080
DCS-01,IN,JNFF-6001_6,JUNCTION BOX,C,Cleaning all of JB.,PL-07101
DCS-01,IN,JNFF-6001_6,JUNCTION BOX,A,Grounding installed and connected.,PL-07122
DCS-01,IN,JNFF-6001_6,JUNCTION BOX,A,tightening bolts and nuts shall be done.,PL-07143
DCS-01,IN,JNFF-6001_6,JUNCTION BOX,C,Filling of additional support holes should be done.,PL-07206
DCS-01,IN,JNFF-6001_6,JUNCTION BOX,A,Termination shall be done.,PL-07185
DCS-01,IN,JNFF-6001_6,JUNCTION BOX,A,Name Plate should be install.(JNFF-7001-7),PL-07164
DCS-01,IN,JNFF-6001_7,JUNCTION BOX,A,Name Plate should be install.(JNFF-7001-7),PL-07165
DCS-01,IN,JNFF-6001_7,JUNCTION BOX,A,Termination shall be done.,PL-07186
DCS-01,IN,JNFF-6001_7,JUNCTION BOX,C,Filling of additional support holes should be done.,PL-07207
DCS-01,IN,JNFF-6001_7,JUNCTION BOX,A,tightening bolts and nuts shall be done.,PL-07144
DCS-01,IN,JNFF-6001_7,JUNCTION BOX,A,Grounding installed and connected.,PL-07123
DCS-01,IN,JNFF-6001_7,JUNCTION BOX,C,Cleaning all of JB.,PL-07102
DCS-01,IN,JNFF-6001_7,JUNCTION BOX,B,TOUCH UP JB JNFF 6001/4,PL-07081
DCS-01,IN,JNFF-7001,JUNCTION BOX,B,TOUCH UP JB JNFF 6001/4,PL-07085
DCS-01,IN,JNFF-7001,JUNCTION BOX,C,Cleaning all of JB.,PL-07106
DCS-01,IN,JNFF-7001,JUNCTION BOX,A,tightening bolts and nuts shall be done.,PL-07148
DCS-01,IN,JNFF-7001,JUNCTION BOX,A,Grounding installed and connected.,PL-07127
DCS-01,IN,JNFF-7001,JUNCTION BOX,A,Termination shall be done.,PL-07190
DCS-01,IN,JNFF-7001,JUNCTION BOX,C,Filling of additional support holes should be done.,PL-07211
DCS-01,IN,JNFF-7001,JUNCTION BOX,A,Name Plate should be install.(JNFF-7001-7),PL-07169
DCS-01,IN,JNFF-7001_2,JUNCTION BOX,C,Filling of additional support holes should be done.,PL-07064
DCS-01,IN,JNFF-7001_2,JUNCTION BOX,B,Touch up support shall be done.,PL-07051
DCS-01,IN,JNFF-7001_2,JUNCTION BOX,A,Earth JB Shall Be Installed and connected to the ground.,PL-07038
DCS-01,IN,JNFF-7001_2,JUNCTION BOX,C,tightening bolts and nuts shall be done.,PL-07025
DCS-01,IN,JNFF-7001_2,JUNCTION BOX,B,Cleaning  JB shall be done.,PL-07012
DCS-01,IN,JNFF-7001_2,JUNCTION BOX,B,Preservation  SHALL BE INSTALLED.,PL-06999
DCS-01,IN,JNFF-7001_3,JUNCTION BOX,B,  S.S CAP NEED TO INSTALL FOR JB,PL-14058
DCS-01,IN,JNFF-7001_3,JUNCTION BOX,B,Wiring DIAGRAM PUT IN DOOR OF JB,PL-11645
DCS-01,IN,JNFF-7001_3,JUNCTION BOX,A,Earth OF JB Shall BE DONE.,PL-11596
DCS-01,IN,JNFF-7001_3,JUNCTION BOX,C,Preservation  تجهيز انجام شود,PL-11616
DCS-01,IN,JNFF-7001_3,JUNCTION BOX,B,FULL BOLT OF JB SHALL BE DONE.,PL-11606
DCS-01,IN,JNFF-7001_3,JUNCTION BOX,B,  S.S CAP NEED TO INSTALL FOR JB,PL-11636
DCS-01,IN,JNFF-7001_3,JUNCTION BOX,A,JB INSTALL IS NOT ACCORDING TO DETAIL.,PL-11626
DCS-01,IN,JNFF-7001_4,JUNCTION BOX,A,JB INSTALL IS NOT ACCORDING TO DETAIL.,PL-11627
DCS-01,IN,JNFF-7001_4,JUNCTION BOX,B,  S.S CAP NEED TO INSTALL FOR JB,PL-11637
DCS-01,IN,JNFF-7001_4,JUNCTION BOX,B,FULL BOLT OF JB SHALL BE DONE.,PL-11607
DCS-01,IN,JNFF-7001_4,JUNCTION BOX,C,Preservation  تجهيز انجام شود,PL-11617
DCS-01,IN,JNFF-7001_4,JUNCTION BOX,A,Earth OF JB Shall BE DONE.,PL-11597
DCS-01,IN,JNFF-7001_4,JUNCTION BOX,B,Wiring DIAGRAM PUT IN DOOR OF JB,PL-11646
DCS-01,IN,JNFF-7001_4,JUNCTION BOX,B,  S.S CAP NEED TO INSTALL FOR JB,PL-14059
DCS-01,IN,JNFF-7001_9,JUNCTION BOX,C,JB SHALL BE SEALED.,PL-06776
DCS-01,IN,JNFF-7001_9,JUNCTION BOX,C,Filling of additional support holes should be done.,PL-06779
DCS-01,IN,JNFF-7001_9,JUNCTION BOX,A,Termination shall be done.,PL-06782
DCS-01,IN,JNFF-7001_9,JUNCTION BOX,B,Painting JB shall be done.,PL-06785
DCS-01,IN,JNFF-7001_9,JUNCTION BOX,B,Touch up support shall be done.,PL-06788
DCS-01,IN,JNFF-7001_9,JUNCTION BOX,C,Cleaning all of JB.,PL-06791
DCS-01,IN,JNFF-7001_9,JUNCTION BOX,A,Earth JB Shall Be Installed and connected to the ground.,PL-06794
DCS-01,IN,JNVS-9002,JUNCTION BOX,C,Filling of additional support holes should be done.,PL-06772
DCS-01,IN,JNVS-9002,JUNCTION BOX,A,Terminal numbering is not complete.,PL-06753
DCS-01,IN,JNVS-9002,JUNCTION BOX,A,Termination shall be done.,PL-06734
DCS-01,IN,JNVS-9002,JUNCTION BOX,C,Cleaning all of JB.,PL-06715
DCS-01,IN,JNVS-9002,JUNCTION BOX,B,Touch up JB shall be done.,PL-06696
DCS-01,IN,JNVS-9002,JUNCTION BOX,A,Earthing /Bounding shall be done.,PL-06658
DCS-01,IN,JNVS-9002,JUNCTION BOX,B,Touch up support shall be done.,PL-06677
DCS-01,IN,JNVS-9002,JUNCTION BOX,A,Earth JB Shall Be Installed.,PL-06639
DCS-01,IN,JNVS-9002,JUNCTION BOX,C,Preservation JB SHALL BE INSTALLED.,PL-06620
DCS-01,IN,JNVS-9003,JUNCTION BOX,A,Termination shall be done.,PL-06617
DCS-01,IN,JNVS-9003,JUNCTION BOX,A,Terminal numbering is not complete.,PL-06636
DCS-01,IN,JNVS-9003,JUNCTION BOX,C,Preservation JB SHALL BE INSTALLED.,PL-06674
DCS-01,IN,JNVS-9003,JUNCTION BOX,C,Filling of additional support holes should be done.,PL-06655
DCS-01,IN,JNVS-9003,JUNCTION BOX,A,Earth JB Shall Be Installed.,PL-06693
DCS-01,IN,JNVS-9003,JUNCTION BOX,A,Earthing /Bounding shall be done.,PL-06712
DCS-01,IN,JNVS-9003,JUNCTION BOX,B,Touch up support shall be done.,PL-06731
DCS-01,IN,JNVS-9003,JUNCTION BOX,B,Touch up JB shall be done.,PL-06750
DCS-01,IN,JNVS-9003,JUNCTION BOX,C,Cleaning all of JB.,PL-06769
DCS-01,IN,JNVS-9005,JUNCTION BOX,A,Terminal numbering is not complete.,PL-17701
DCS-01,IN,JNVS-9005,JUNCTION BOX,B,Painting support shall be done.,PL-17693
DCS-01,IN,JNVS-9005,JUNCTION BOX,B,Touch up support shall be done.,PL-17689
DCS-01,IN,JNVS-9005,JUNCTION BOX,A,Earth jb shall be installed.,PL-17685
DCS-01,IN,JNVS-9005,JUNCTION BOX,A,Termination shall be done.,PL-17697
DCS-01,IN,JNVS-9007,JUNCTION BOX,C,Sealing in extra support holes.,PL-17488
DCS-01,IN,JNVS-9007,JUNCTION BOX,B,Tightening bolts and nuts shall be done.,PL-17473
DCS-01,IN,JNVS-9007,JUNCTION BOX,A,Support grant shall be done.,PL-17458
DCS-01,IN,JNVS-9007,JUNCTION BOX,B,Touch up(support&JB)shall be done.,PL-17443
DCS-01,IN,JNVS-9007,JUNCTION BOX,B,Preservation,PL-17428
DCS-01,IN,JNVS-9007,JUNCTION BOX,A,Termination shall be done.,PL-17413
DCS-01,IN,JNVS-9007,JUNCTION BOX,A,Earth jumper shall be install.,PL-17398
DCS-01,IN,JNVS-9009,JUNCTION BOX,A,Earth jumper shall be install.,PL-17399
DCS-01,IN,JNVS-9009,JUNCTION BOX,A,Termination shall be done.,PL-17414
DCS-01,IN,JNVS-9009,JUNCTION BOX,B,Preservation,PL-17429
DCS-01,IN,JNVS-9009,JUNCTION BOX,B,Touch up(support&JB)shall be done.,PL-17444
DCS-01,IN,JNVS-9009,JUNCTION BOX,A,Support grant shall be done.,PL-17459
DCS-01,IN,JNVS-9009,JUNCTION BOX,B,Tightening bolts and nuts shall be done.,PL-17474
DCS-01,IN,JNVS-9009,JUNCTION BOX,C,Sealing in extra support holes.,PL-17489
DCS-01,IN,JNVS-9011,JUNCTION BOX,B,Touch up JB shall be done.,PL-06581
DCS-01,IN,JNVS-9011,JUNCTION BOX,A,Termination shall be done.,PL-06588
DCS-01,IN,JNVS-9011,JUNCTION BOX,B,Filling of additional support holes should be done.,PL-06602
DCS-01,IN,JNVS-9011,JUNCTION BOX,B,Touch up support shall be done.,PL-06595
DCS-01,IN,JNVS-9011,JUNCTION BOX,A,Earth JB Shall Be Installed and connected to the ground.,PL-06574
FGS-02,IN,LHD-9051A(NA),CABLE,B,Tag no shall be install.,PL-17366
FGS-02,IN,LHD-9051A(NA),CABLE,A,Earth jumper shall be install.,PL-17383
FGS-02,IN,LHD-9051A(NA),CABLE,B,Cable arrangement shall be done.,PL-17340
FGS-02,IN,LHD-9051A(NA),CABLE,A,Termination shall be done.,PL-17353
FGS-02,IN,LHD-9051B(NA),CABLE,A,Termination shall be done.,PL-17354
FGS-02,IN,LHD-9051B(NA),CABLE,B,Cable arrangement shall be done.,PL-17341
FGS-02,IN,LHD-9051B(NA),CABLE,A,Earth jumper shall be install.,PL-17384
FGS-02,IN,LHD-9051B(NA),CABLE,B,Tag no shall be install.,PL-17367
DCS-01,IN,LHSP-9001,CABLE,B,Tag no(s.s) shall be install.,PL-07216
5000-01,IN,LI1-5001(NA),CABLE,A,Earth jumper shall be install.,PL-17375
5000-01,IN,LI1-5001(NA),CABLE,B,Tag no shall be install.,PL-17358
5000-01,IN,LI1-5001(NA),CABLE,A,Termination shall be done.,PL-17345
5000-01,IN,LI1-5001(NA),CABLE,B,Cable arrangement shall be done.,PL-17332
1000-01,IN,LST-1004A(LST),Instrument(LST),C,Touch up support should be done.,PL-21503
1000-01,IN,LST-1004A(LST),Instrument(LST),A,Hook up should be install.,PL-21518
1000-01,IN,LST-1004A(LST),Instrument(LST),C,Grout should be done.,PL-21533
1000-01,IN,LST-1004A(LST),Instrument(LST),C,S.S cap should be install.,PL-21548
1000-01,IN,LST-1004A(LST),Instrument(LST),A,Preservation should be done.,PL-21563
1000-01,IN,LST-1004A(LST),Instrument(LST),A,Termination and gland should be done.,PL-21578
1000-01,IN,LST-1004B(LST),Instrument(LST),A,Termination and gland should be done.,PL-21579
1000-01,IN,LST-1004B(LST),Instrument(LST),A,Preservation should be done.,PL-21564
1000-01,IN,LST-1004B(LST),Instrument(LST),C,S.S cap should be install.,PL-21549
1000-01,IN,LST-1004B(LST),Instrument(LST),C,Grout should be done.,PL-21534
1000-01,IN,LST-1004B(LST),Instrument(LST),A,Hook up should be install.,PL-21519
1000-01,IN,LST-1004B(LST),Instrument(LST),C,Touch up support should be done.,PL-21504
1000-01,IN,LST-1004C(LST),Instrument(LST),C,Touch up support should be done.,PL-21505
1000-01,IN,LST-1004C(LST),Instrument(LST),A,Hook up should be install.,PL-21520
1000-01,IN,LST-1004C(LST),Instrument(LST),C,Grout should be done.,PL-21535
1000-01,IN,LST-1004C(LST),Instrument(LST),C,S.S cap should be install.,PL-21550
1000-01,IN,LST-1004C(LST),Instrument(LST),A,Preservation should be done.,PL-21565
1000-01,IN,LST-1004C(LST),Instrument(LST),A,Termination and gland should be done.,PL-21580
3000-02,IN,LST-3042A(LST),Instrument(LST),A,Earth should be done.,PL-16377
3000-02,IN,LST-3042A(LST),Instrument(LST),A,Gland should be done.,PL-16381
3000-02,IN,LST-3042A(LST),Instrument(LST),C,Touch up should be done.,PL-16385
3000-02,IN,LST-3042A(LST),Instrument(LST),A,Tube should be done.,PL-16389
3000-02,IN,LST-3042B(LST),Instrument(LST),C,Preservation Should Be Done,PL-21714
3000-02,IN,LST-3042B(LST),Instrument(LST),A,Hook Up Should Be Install.,PL-21719
3000-02,IN,LST-3042B(LST),Instrument(LST),C,Touch Up Should Be Done.,PL-21724
3000-02,IN,LST-3042B(LST),Instrument(LST),A,Sun Shade Should Be Install.,PL-21729
3000-02,IN,LST-3042B(LST),Instrument(LST),A,S.S Cap Should Be Install.,PL-21734
3000-02,IN,LST-3042C(LST),Instrument(LST),A,S.S Cap Should Be Install.,PL-21735
3000-02,IN,LST-3042C(LST),Instrument(LST),A,Sun Shade Should Be Install.,PL-21730
3000-02,IN,LST-3042C(LST),Instrument(LST),C,Touch Up Should Be Done.,PL-21725
3000-02,IN,LST-3042C(LST),Instrument(LST),A,Hook Up Should Be Install.,PL-21720
3000-02,IN,LST-3042C(LST),Instrument(LST),C,Preservation Should Be Done,PL-21715
5000-01,IN,LST-5002(NA),CABLE,B,Cable arrangement shall be done.,PL-17333
5000-01,IN,LST-5002(NA),CABLE,A,Termination shall be done.,PL-17346
5000-01,IN,LST-5002(NA),CABLE,B,Tag no shall be install.,PL-17359
5000-01,IN,LST-5002(NA),CABLE,A,Earth jumper shall be install.,PL-17376
5000-01,IN,LST-5042(NA),CABLE,A,Core Number (Heated) and fixed shall be installed.,PL-20726
5000-01,IN,LST-5042(NA),CABLE,B,TAG No (S.S)  shall be installed.,PL-20693
5000-01,IN,LST-5042(NA),CABLE,B,Cable Arrangement shall be done.,PL-20704
5000-01,IN,LST-5042(NA),CABLE,A,Termination shall be done and connected.,PL-20715
5000-01,IN,LST-5071(LST),Instrument(LST),A,EARTH SHOULD BE DONE.,PL-15763
5000-01,IN,LST-5071(LST),Instrument(LST),A,Termination shall be done.,PL-15793
5000-01,IN,LST-5071(LST),Instrument(LST),A,SUN SHADE SHOULD BE INSTALL.,PL-15773
5000-01,IN,LST-5071(LST),Instrument(LST),C,Touch up  shall be done.,PL-15783
5000-01,IN,LST-5071(LST),Instrument(LST),B,S.S tags should be install.,PL-15803
5000-02,IN,LST-5162(NA),CABLE,B,Cable arrangement shall be done.,PL-17284
5000-02,IN,LST-5162(NA),CABLE,B,جداسازي مسير کابل ارت,PL-17314
5000-02,IN,LST-5162(NA),CABLE,B,فاشت فلزي از جنس S.S جهت نگهداري کابل,PL-17299
5000-02,IN,LST-5162(NA),CABLE,B,TAG NO SHALL BE INSTALLED.,PL-17269
5000-03,IN,LST-5271(NA),CABLE,B,Cable arrangement shall be done.,PL-17702
5000-03,IN,LST-5271(NA),CABLE,B,Tag No (S.S) shall be installed.,PL-17719
5000-03,IN,LST-5271(NA),CABLE,A,Termination shall be done.,PL-17736
5000-03,IN,LST-5271(NA),CABLE,A,Test shall be done.,PL-17753
1000-03,IN,LST-6022-1(LST),Instrument(LST),A,Termination And Gland Should Be Done.,PL-21455
1000-03,IN,LST-6022-1(LST),Instrument(LST),A,S.S Cap Should Be Install.,PL-21463
1000-03,IN,LST-6022-1(LST),Instrument(LST),B,Full Bolt Should Be Done.,PL-21471
1000-03,IN,LST-6022-1(LST),Instrument(LST),A,Hook Up Should Be Install,PL-21479
1000-03,IN,LST-6022-1(LST),Instrument(LST),B,Touch Up Support Should Be Done.,PL-21487
1000-03,IN,LST-6022-1(LST),Instrument(LST),A,Sun Shade Should Be Install.,PL-21495
1000-03,IN,LST-6022-2(LST),Instrument(LST),A,Sun Shade Should Be Install.,PL-21496
1000-03,IN,LST-6022-2(LST),Instrument(LST),B,Touch Up Support Should Be Done.,PL-21488
1000-03,IN,LST-6022-2(LST),Instrument(LST),A,Hook Up Should Be Install,PL-21480
1000-03,IN,LST-6022-2(LST),Instrument(LST),B,Full Bolt Should Be Done.,PL-21472
1000-03,IN,LST-6022-2(LST),Instrument(LST),A,S.S Cap Should Be Install.,PL-21464
1000-03,IN,LST-6022-2(LST),Instrument(LST),A,Termination And Gland Should Be Done.,PL-21456
5000-01,IN,LT-5001(NA),CABLE,A,Earth jumper shall be install.,PL-17377
5000-01,IN,LT-5001(NA),CABLE,B,Tag no shall be install.,PL-17360
5000-01,IN,LT-5001(NA),CABLE,A,Termination shall be done.,PL-17347
5000-01,IN,LT-5001(NA),CABLE,B,Cable arrangement shall be done.,PL-17334
5000-01,IN,LT-5041(NA),CABLE,A,Core Number (Heated) and fixed shall be installed.,PL-20727
5000-01,IN,LT-5041(NA),CABLE,A,Termination shall be done and connected.,PL-20716
5000-01,IN,LT-5041(NA),CABLE,B,Cable Arrangement shall be done.,PL-20705
5000-01,IN,LT-5041(NA),CABLE,B,TAG No (S.S)  shall be installed.,PL-20694
5000-01,IN,LT-5070(LT),Instrument(LT),B,S.S tags should be install.,PL-15802
5000-01,IN,LT-5070(LT),Instrument(LT),C,Touch up  shall be done.,PL-15782
5000-01,IN,LT-5070(LT),Instrument(LT),A,Termination shall be done.,PL-15792
5000-01,IN,LT-5070(LT),Instrument(LT),A,SUN SHADE SHOULD BE INSTALL.,PL-15772
5000-01,IN,LT-5070(LT),Instrument(LT),A,EARTH SHOULD BE DONE.,PL-15762
5000-02,IN,LT-5161(NA),CABLE,B,فاشت فلزي از جنس S.S جهت نگهداري کابل,PL-17300
5000-02,IN,LT-5161(NA),CABLE,B,جداسازي مسير کابل ارت,PL-17315
5000-02,IN,LT-5161(NA),CABLE,B,Cable arrangement shall be done.,PL-17285
5000-02,IN,LT-5161(NA),CABLE,B,TAG NO SHALL BE INSTALLED.,PL-17270
5000-03,IN,LT-5270(NA),CABLE,A,Termination shall be done.,PL-17737
5000-03,IN,LT-5270(NA),CABLE,B,Tag No (S.S) shall be installed.,PL-17720
5000-03,IN,LT-5270(NA),CABLE,B,Cable arrangement shall be done.,PL-17703
5000-03,IN,LT-5270(NA),CABLE,A,Test shall be done.,PL-17754
1000-03,IN,LT-6021(LT),Instrument(LT),A,Termination And Gland Should Be Done.,PL-21457
1000-03,IN,LT-6021(LT),Instrument(LT),A,S.S Cap Should Be Install.,PL-21465
1000-03,IN,LT-6021(LT),Instrument(LT),B,Full Bolt Should Be Done.,PL-21473
1000-03,IN,LT-6021(LT),Instrument(LT),A,Hook Up Should Be Install,PL-21481
1000-03,IN,LT-6021(LT),Instrument(LT),B,Touch Up Support Should Be Done.,PL-21489
1000-03,IN,LT-6021(LT),Instrument(LT),A,Sun Shade Should Be Install.,PL-21497
1000-03,IN,LT-6082(LT),Instrument(LT),A,Sun Shade Should Be Install.,PL-21498
1000-03,IN,LT-6082(LT),Instrument(LT),B,Touch Up Support Should Be Done.,PL-21490
1000-03,IN,LT-6082(LT),Instrument(LT),A,Hook Up Should Be Install,PL-21482
1000-03,IN,LT-6082(LT),Instrument(LT),B,Full Bolt Should Be Done.,PL-21474
1000-03,IN,LT-6082(LT),Instrument(LT),A,S.S Cap Should Be Install.,PL-21466
1000-03,IN,LT-6082(LT),Instrument(LT),A,Termination And Gland Should Be Done.,PL-21458
120-05,EL,MAE-2026-01,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10353
120-05,EL,MAE-2026-02,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10799
120-05,EL,MAE-2026-02,Local_Control_Station,A,سربندي تجهيز انجام شود,PL-10800
120-05,EL,MAE-2026-03,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10804
120-05,EL,MAE-2026-04,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10809
120-05,EL,MAE-2026-05,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10814
120-05,EL,MAE-2026-06,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10360
120-05,EL,MAE-2026-07,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10367
120-05,EL,MAE-2026-08,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10819
120-06,EL,MAE-2026-09,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10824
120-06,EL,MAE-2026-10,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10829
120-06,EL,MAE-2026-11,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10834
120-06,EL,MAE-2026-12,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10839
120-06,EL,MAE-3002_1-01,Local_Control_Station,B,سيل کردن سوراخ هاي اضافي ساپورت تجهيز,PL-09817
120-06,EL,MAE-3002_1-01,Local_Control_Station,B,پليسه گيري و تاچ آپ سه لايه ساپورت انجام شود,PL-09818
120-06,EL,MAE-3002_1-01,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09819
120-06,EL,MAE-3002_1-03,Local_Control_Station,B,پليسه گيري و تاچ آپ سه لايه ساپورت انجام شود,PL-09827
120-06,EL,MAE-3002_1-03,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09828
120-06,EL,MAE-3002_1-05,Local_Control_Station,B,سيل کردن سوراخ هاي اضافي ساپورت تجهيز,PL-09835
120-06,EL,MAE-3002_1-05,Local_Control_Station,B,پليسه گيري و تاچ آپ سه لايه ساپورت انجام شود,PL-09836
120-06,EL,MAE-3002_1-05,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09837
120-06,EL,MAE-3002_1-07,Local_Control_Station,B,پليسه گيري و تاچ آپ سه لايه ساپورت انجام شود,PL-09845
120-06,EL,MAE-3002_1-07,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09846
120-06,EL,MAE-3002_2-01,Local_Control_Station,B,پليسه گيري و تاچ آپ سه لايه ساپورت انجام شود,PL-09854
120-06,EL,MAE-3002_2-01,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09855
120-06,EL,MAE-3002_2-03,Local_Control_Station,B,پليسه گيري و تاچ آپ سه لايه ساپورت انجام شود,PL-09863
120-06,EL,MAE-3002_2-03,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09864
120-06,EL,MAE-3002_2-05,Local_Control_Station,B,پليسه گيري و تاچ آپ سه لايه ساپورت انجام شود,PL-09872
120-06,EL,MAE-3002_2-05,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09873
120-06,EL,MAE-3002_2-07,Local_Control_Station,B,پليسه گيري و تاچ آپ سه لايه ساپورت انجام شود,PL-09881
120-06,EL,MAE-3002_2-07,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09882
120-06,EL,MAE-3002_3-01,Local_Control_Station,B,پليسه گيري و تاچ آپ سه لايه ساپورت انجام شود,PL-09890
120-06,EL,MAE-3002_3-01,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09891
120-06,EL,MAE-3002_3-03,Local_Control_Station,B,پليسه گيري و تاچ آپ سه لايه ساپورت انجام شود,PL-09899
120-06,EL,MAE-3002_3-03,Local_Control_Station,C,As-Built Drawing Should be done.,PL-09904
120-06,EL,MAE-3002_3-05,Local_Control_Station,A,فول بولت کردن تجهيز به ساپورت,PL-09906
120-06,EL,MAE-3002_3-05,Local_Control_Station,B,پليسه گيري و تاچ آپ سه لايه ساپورت انجام شود,PL-09908
120-06,EL,MAE-3002_3-05,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09909
120-06,EL,MAE-3002_3-05,Local_Control_Station,C,As-Built Drawing Should be done.,PL-09913
120-06,EL,MAE-3002_3-07,Local_Control_Station,B,پليسه گيري و تاچ آپ سه لايه ساپورت انجام شود,PL-09917
120-06,EL,MAE-3002_3-07,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09918
120-06,EL,MAE-3002_3-07,Local_Control_Station,C,As-Built Drawing Should be done.,PL-09922
120-06,EL,MAE-5004-01,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10373
120-06,EL,MAE-5004-02,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10379
120-06,EL,MAE-5004-03,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10385
120-06,EL,MAE-5004-04,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10391
120-06,EL,MAE-5004-05,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10397
120-06,EL,MAE-5004-06,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10403
120-06,EL,MAE-5004-07,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10409
120-06,EL,MAE-5004-08,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10415
120-06,EL,MAE-5004-09,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10421
120-06,EL,MAE-5004-10,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10427
120-06,EL,MAE-5004-11,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10433
120-06,EL,MAE-5004-12,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10439
120-04,EL,MAE-5005A-01,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09927
120-04,EL,MAE-5005A-02,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09934
120-04,EL,MAE-5005A-03,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09941
120-04,EL,MAE-5005A-04,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09948
120-04,EL,MAE-5005A-05,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09955
120-04,EL,MAE-5005A-06,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09962
120-04,EL,MAE-5005A-07,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09969
120-04,EL,MAE-5005A-08,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09976
120-04,EL,MAE-5005A-09,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09983
120-04,EL,MAE-5005A-10,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09990
120-04,EL,MAE-5005A-11,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-09997
120-04,EL,MAE-5005A-12,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10004
120-04,EL,MAE-5005A-13,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10011
120-04,EL,MAE-5005A-14,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10018
120-04,EL,MAE-5005A-15,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10025
120-04,EL,MAE-5005A-16,Local_Control_Station,C,Preservation  تجهيز انجام شود,PL-10032
