SD_Sub_System,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,PL_Punch_Category,PL_Punch_Description,PL_No
5000-01,PI,5000-01-PMW-02-628,PI_TP,B,THE THK OF FLANGES SPECTABLE 3/4 CL 600# ARE INCONSISTENT WITH THE SIZE LISTED IN THE ISO OF THE PACKAGE WHICH SHOULD BE CORRECTED AND ASBUILTED,PL-01493
5000-01,PI,5000-01-PMW-02-628,PI_TP,B,THE FLANGES CONNECTED TO THE DRAIN INE AND PUPM FLANGE MUST BE INSTALLED WITHOUT TENSION BEFORE THE REINSTATE AND THE LINES MUST BE PERFECTLY LEVEL AND STRAIGHT,PL-01494
5000-01,PI,5000-01-PMW-02-628,PI_TP,C,"INSULATION KIT 4""| 150# ITEM SHOULD BE INSTALLED BEFORE PRECOMM",PL-01190
5000-01,PI,5000-01-PMW-03-766,PI_TP,C,A WATER SAMPLE (DEM) TAKEN INSIDE THE LINE FOR ALALYSIS AND CERTIFIED CERTIFICATE MUST BE ATTACH TO THE PACKAGE,PL-01886
5000-01,PI,5000-01-PMW-04-401,PI_TP,C,(TI-5369) Shuld Be Installed Befor Com,PL-01373
5000-01,PI,5000-01-VG-01-127,PI_TP,C,PMI SHALL BE DONE BEFORE PRECOMM,PL-00334
5000-01,PI,5000-01-VG-01-127,PI_TP,C,(AP-5021) SHOULD BE INSTALLED BEFORE PRECOM,PL-00335
4000-01,PI,5000-02-N-01-083,PI_TP,C,ITEM NETROGEN HOSE COUPLING SC MUST BR INSTALLED BEFORE PRECOM,PL-00299
5000-02,PI,5000-02-PMC-01-011,PI_TP,C,TI(5185) SHOULD BE INSTALLED BEFORE PRECOM,PL-00139
5000-02,PI,5000-02-PMC-02-013,PI_TP,C,INSTRUMENT LG:5193 SHOULD BE INSTALLED BEFORE PRECOM,PL-00277
5000-02,PI,5000-02-PMC-02-013,PI_TP,C,ALL BOLT AND NUT SHALL BE TIGHTENED,PL-00278
5000-02,PI,5000-02-PMC-03-021,PI_TP,B,ALL ORIGINAL B|N|G SHALL BE NSTALLED AFTER HYDRO TEST,PL-00282
5000-02,PI,5000-02-PMC-03-021,PI_TP,C,LG (5191) SHOULD BE INSTALLED BEFORE PRECOM,PL-00283
5000-02,PI,5000-02-PMC-04-022,PI_TP,C,(LG-5192) SHALL BE INSTALLED AFTER TEST,PL-00285
5000-02,PI,5000-02-PMC-04-022,PI_TP,C,THE DISTANCE BETWEEN FLANGE J:4 AND J:8 SHALL BE CORRECTED BY ( NOZZEL SHALL BE DONE LEVEL),PL-00286
5000-02,PI,5000-02-PMC-04-022,PI_TP,C,Item No: G5 And B6 Shall be Used When Instaling The Levl Gauge (LG-5192),PL-00977
5000-02,PI,5000-02-PMC-06-070,PI_TP,C,ITEM 18 & 19 (TI) SHALL BE INSTALL BEFORE PRECOMM,PL-01199
5000-02,PI,5000-02-PMC-06-070,PI_TP,C,J:41 (FLANGE) IS MISMATCH AND SHALL BE CORRECTED BEFORE PRECOM,PL-01200
5000-02,PI,5000-02-PMC-06-070,PI_TP,C,ITEM 17 (PG) SHALL BE INSTALL AFTER,PL-01201
5000-02,PI,5000-02-PMC-06-070,PI_TP,C,J:14 (FLANGE) IS MISMATCH AND SHALL BE CORRECTED AFTER (BEFORE PRECOMM),PL-01202
5000-02,PI,5000-02-PMC-06-070,PI_TP,C,ORIGINAL G14 & B16 SHOULD BE INSTALLED BEFORE PRECOM,PL-01203
5000-02,PI,5000-02-PMC-06-070,PI_TP,C,INSULATION MESH STRAINER (MIV 191257),PL-01204
5000-02,PI,5000-02-PMC-06-070,PI_TP,C,INSTALL B|G FOR STRAINER (MIV 191257),PL-01205
5000-02,PI,5000-02-PMC-06-070,PI_TP,C,WELD OF S3 | S4 SHALL BE COMPLETED BEFORE PRECOMM,PL-01206
5000-02,PI,5000-02-PMC-06-070,PI_TP,C,ORIGINAL B | G AND MESH OF STRAINER (ITEM 8) SHOULD BE INSTALLED BEFORE PRECOMM,PL-01207
5000-02,PI,5000-02-PMC-06-070,PI_TP,C,G12 IS TEMPRORY THE ORIGINAL ONE SHOULD BE INSTALLED BEFORE PRECOMM,PL-01208
5000-02,PI,5000-02-PMC-06-070,PI_TP,C,WELD OF S1 | S2 SHALL BE COMPLETED BEFORE PRECOMM,PL-01209
5000-02,PI,5000-02-PMC-06-070,PI_TP,C,ORIGINAL B | G AND MESH OF STRAINER (ITEM 9) SHOULD BE INSTALLED BEFORE PRECOMM,PL-01210
5000-02,PI,5000-02-PMC-06-070,PI_TP,C,ORIGINAL G13 SHOULD BE INSTALLED BEFORE PRECOMM,PL-01211
5000-02,PI,5000-02-PMC-06-070,PI_TP,C,THE BRANCH CONNECTION FROM THE STRAINER TO THE CLOSED DRAIN SHALL BE SEAL-WELDED,PL-14123
5000-02,PI,5000-02-PMC-07-074,PI_TP,C,ITEM (FT-5161&PT-5139) MUST BE INSTALLED BEFORE PRECOM,PL-00869
5000-02,PI,5000-02-PMC-07-074,PI_TP,C,ITEM (PG-5134) SHOULD BE INSTALLED BEFORE PRECOM,PL-00870
5000-02,PI,5000-02-PMC-08-075,PI_TP,C,"THE THICKNESS OF FLANGE SPECTACLE 3.44""- CLASS 150# AND 300# ARE INCONSISTENT WITH THE SIZE LISTED IN THE ISO OF THE PACKAGE WICH SHOULD BE CORRECTED AND ASBUILTED",PL-01059
5000-02,PI,5000-02-PMC-08-075,PI_TP,C,"THE INSULATION KIT 4""-150# ITEM SHOULD BE INSTALLED BEFORE PRECOMM",PL-01060
5000-02,PI,5000-02-PMC-08-075,PI_TP,C,THE STUD BOLTS 5/8 *95 ITEM SHOULD BE INSTALLED BEFORE THE PRECOM,PL-01061
5000-02,PI,5000-02-PMC-10-077,PI_TP,C,"INSULATION KIT 4""-150# SHOULD BE INSTALLED BEFORE THE PRECOMM",PL-01077
5000-02,PI,5000-02-PMC-11-078,PI_TP,C,INSULATION KIT SHALL BE INSTALLED BEFOR PRECOME,PL-01014
5000-02,PI,5000-02-PMC-12-079,PI_TP,C,ITEM 16 (PG-5234) SHOULD BE INSTALLED BEFORE PRECOM,PL-00933
5000-02,PI,5000-02-PMC-12-079,PI_TP,C,ITEM 16 (PT-5240) SHOULD BE INSTALLED BEFORE PRECOM,PL-00934
5000-02,PI,5000-02-PMC-12-079,PI_TP,C,ITEM 17 (PG-5238) SHOULD BE INSTALLED BEFORE PRECOM,PL-00935
5000-02,PI,5000-02-PMC-12-079,PI_TP,C,ITEM 5 (FT-5239) SHALL BE INSTALLED AFTER TEST,PL-00936
5000-02,PI,5000-02-PMC-14-213,PI_TP,C,J:1TN | 2TN SHALL BE WORKED AFTER,PL-01067
5000-02,PI,5000-02-PMC-14-213,PI_TP,C,J:1TN | 2CMTN SHALL BE WORKED AFTER TEST,PL-01068
5000-02,PI,5000-02-PMC-14-213,PI_TP,C,DUE TO THE LACK OF INSTALLING OF LEVEL GAUGES OF THE PACKAGE AND RECEVING THE REINSTATMENT ACCORDING TO THE SPECIFIED LIMITS| AFTER THE INSULATION OF THE RELATED DEVICE| THE BRANCHING SHOULD BE DONE WITHOUT MISMATCH FULLY TENSION (LG 5091 AND LG-5092),PL-01069
5000-02,PI,5000-02-PMC-16-270,PI_TP,C,(PT5170) SHOULD BE INSTALLED BEFORE COMM,PL-01267
5000-02,PI,5000-02-PMC-16-270,PI_TP,C,ITEM 12 (ORIFICE PLATE) & ITEM 13 (LST 5162) SHOULD BE INSTALLED BEFORE COMM,PL-01268
5000-02,PI,5000-02-PMC-16-270,PI_TP,C,ORIGINAL (G7 & B10) SHOULD BE INSTALLED BEFORE COMM,PL-01269
5000-02,PI,5000-02-PMC-16-270,PI_TP,C,(PT 5168) SHOULD BE INSTALLED BEFORE COMM,PL-01270
5000-02,PI,5000-02-PMC-16-270,PI_TP,C,ITEM 12 (ORIFICE PLATE) AND ITEM 13 (LST 5162) SHOULD BE INSTALLED BEFORE COMM,PL-01271
5000-02,PI,5000-02-PMC-16-270,PI_TP,C,ITEM 11 (ORIFICE PLATE) & ITEM 12 (LTS 5161) & ORIGINAL (G6 | B9) SHOULD BE INSTALLED BEFORE COMM,PL-01272
5000-02,PI,5000-02-PMC-16-270,PI_TP,C,ITEM 11 (ORIFICE PLATE) & ITEM 12 (LTS 5161) & ORIGINAL (G6 | B9) SHOULD BE INSTALLED BEFORE COMM,PL-01273
5000-02,PI,5000-02-PMC-16-270,PI_TP,C,ORIGINAL (G3 | B4) AND (LT 5163) SHOULD BE INSTALLED BEFORE COMM,PL-01274
5000-02,PI,5000-02-PMC-16-270,PI_TP,C,(LT 5176) SHOULD BE INSTALLED BEFORE COMM,PL-01275
5000-02,PI,5000-02-PMC-16-270,PI_TP,C,(LT 5166) SHOULD BE INSTALLED BEFORE COMM,PL-01276
5000-02,PI,5000-02-PMC-18-383,PI_TP,C,ANALIZER POINT AP5171 SHALL BE INSTALL,PL-01900
5000-02,PI,5000-02-PMC-18-383,PI_TP,C,ANALIZER POINT AP5173 SHALL BE INSTALL,PL-01901
5000-02,PI,5000-02-PMC-18-383,PI_TP,C,ANALIZER POINT AP5174 SHALL BE INSTALL,PL-01902
5000-02,PI,5000-02-PMC-18-383,PI_TP,C,ANALIZER POINT AP5175 SHALL BE INSTALL,PL-01903
5000-02,PI,5000-02-PMC-18-383,PI_TP,C,ANALIZER POINT AP5180 SHALL BE INSTALL,PL-01904
5000-02,PI,5000-02-PMC-18-383,PI_TP,C,ANALIZER POINT AP5167SHALL BE INSTALL,PL-01905
5000-02,PI,5000-02-PMC-19-389,PI_TP,C,(LG 5163) SHOULD BE INSTALLED BEFORE COMM,PL-01520
5000-02,PI,5000-02-PMC-19-389,PI_TP,C,J(1|2)TN SHALL BE WELDED AFTER,PL-01521
5000-02,PI,5000-02-PMC-19-389,PI_TP,C,INSULATION KIT SHALL BE DONE BEFORE COMM,PL-01524
5000-02,PI,5000-02-PMC-20-393,PI_TP,C,ALL VALVES SHALL BE LUBRICATE,PL-02123
5000-02,PI,5000-02-PMC-20-393,PI_TP,C,J:1TN & 2TN MUST BE WELDED AFTER INSTALLIN LG:5035,PL-02124
5000-02,PI,5000-02-PMC-20-393,PI_TP,C,P&ID-1205-50-PR-013 NEW REV ATTACHED,PL-02125
5000-02,PI,5000-02-PMC-21-394,PI_TP,C,INSULATION KIT SHALL BE INSTALLED,PL-02214
5000-02,PI,5000-02-PMC-21-394,PI_TP,C,DEM WATER ANALYSIS SHALL BE ATTACH,PL-02215
5000-01,PI,5000-02-PMC-22-397,PI_TP,C,COLD BOLT TIGHTENING SHALL BE DONE BEFORE LEAK TEST,PL-02283
5000-02,PI,5000-02-PMC-30-392,PI_TP,C,INSULATION KIT SHOULD BE INSTALLED BEFORE PRECOM,PL-00527
5000-01,PI,5000-02-PMC-33-395,PI_TP,C,(TI-5060) MUST BE INSTALLED BEFORE PRECOM,PL-00865
5000-01,PI,5000-02-PMC-35-509,PI_TP,C,(B5) AND (G6) ORIGINAL GASKET AND BOLT SHALL BE INSTALLED,PL-00716
5000-02,PI,5000-02-PMP-03-057,PI_TP,C,THE INSULATION LIT ITEM MUST BE INSTALLED BEFORE PRECOM,PL-00307
5000-02,PI,5000-02-PMP-04-058,PI_TP,C,THE GASKET BETWEEN THE TOWER NOZZLE AND THE FLANGE J:52 IS TEMPORARY .  SHOULD BE INSTALLED,PL-01942
5000-02,PI,5000-02-PMP-05-062,PI_TP,C,CAP (THD) SHALL BE WELDED BEFORE PRECOM,PL-00167
5000-02,PI,5000-02-PMP-06-063,PI_TP,C,ITEM 19 (TI-5209) SHALL BE INSTALLED AFTER PRECOM,PL-00157
5000-02,PI,5000-02-PMP-06-063,PI_TP,C,ITEM 27 (PG-5214) SHALL BE INSTALLED AFTER PRECOM,PL-00158
5000-02,PI,5000-02-PMP-06-063,PI_TP,C,"ITEM 5|6 (INSULATION KIT 4""-150#) MUST BE INSTALLED BEFORE PRECOM",PL-00159
5000-02,PI,5000-02-PMP-06-063,PI_TP,C,ITEM 25 (PG-5210) SHOULD BE INSTALLED BEFORE PRECOM,PL-00160
5000-02,PI,5000-02-PMP-06-063,PI_TP,C,THE BRANCH CONNECTION FROM THE STRAINER TO THE CLOSE DRAIN SHALL BE SEAL-WELD,PL-21699
5000-02,PI,5000-02-PMP-07-376,PI_TP,C,INSULATION KIT SHALL BE INSTALLED AFTER,PL-00918
5000-02,PI,5000-02-PMP-08-377,PI_TP,C,ITEM NO:9|10 (PST-5207A/B) MUST BE INSTALLED AFTER,PL-00534
5000-02,PI,5000-02-PMP-08-377,PI_TP,C,ITEM NO:9|10 (PST-5207C AND PG-5206) MUST BE INSTALLED AFTER,PL-00535
5000-02,PI,5000-02-PMP-08-377,PI_TP,C,ITEM NO:6 (LG-5205) MUST BE INSTALLED AFTER,PL-00536
5000-02,PI,5000-02-PMP-08-377,PI_TP,C,ITEM NO:10|11 (LT-5203) MUST BE INSTALLED AFTER,PL-00537
5000-02,PI,5000-02-PMP-09-539,PI_TP,C,ITEM 18 (TI-5219) AND ITEM 19 (PT-5210) SHOULD BE INSTALLED BEFORE PRECOM,PL-00446
5000-02,PI,5000-02-PMP-09-539,PI_TP,C,(FT-5203) SHOULD BE INSTALLED BEFORE PRECOM,PL-00449
5000-02,PI,5000-02-PMP-09-539,PI_TP,C,ITEM 18 (TI-5219) AND ITEM 12 (AP-5218) SHOULD BE INSTALLED BEFORE PRECOM,PL-00453
5000-02,PI,5000-02-PMP-09-539,PI_TP,C,FLANGE (F8) SHALL BE DONE PARRALLEL BEFORE PRECOME,PL-00454
5000-02,PI,5000-02-PMP-09-539,PI_TP,C,ITEM 18 (TI-5219) AND ITEM 17 (PG-5217) SHOULD BE INSTALLED BEFORE PRECOM,PL-00455
5000-02,PI,5000-02-PMP-09-539,PI_TP,C,FLANGE (F7) SHALL BE DONE PARRALLEL BEFORE PRECOME,PL-00458
5000-02,PI,5000-02-PMP-09-539,PI_TP,C,(PG-5213) SHOULD BE INSTALLED BEFORE PRECOM,PL-00459
5000-02,PI,5000-02-PMP-10-619,PI_TP,C,"INSULATION KIT 4""-CL150# ITEM SHOULD BE INSTALLED BEFOR THE PRECOM",PL-01026
5000-02,PI,5000-02-PMP-12-632,PI_TP,C,J:1TN SHALL BE WORKED AFTER,PL-01509
5000-02,PI,5000-02-PMP-12-632,PI_TP,C,HISTORY SHALL BE CHANGED AFTER,PL-01510
5000-02,PI,5000-02-PMV-02-018,PI_TP,C,T.G 5188 SHOULD BE INSTALLED BEFORE PRECOM,PL-00143
5000-02,PI,5000-02-PMV-03-019,PI_TP,C,T.G 5100 SHOULD BE INSTALLED BEFORE PRECOM,PL-00144
5000-02,PI,5000-02-PMV-04-039,PI_TP,C,ALL PRESSURE SAFETY VALVES MUST BE UNINSTALLED AND CALIBRATED AND INSTALLED WITH ORIGINAL GASKET BEFORE PRECOMM (PSV:5179|5180),PL-01906
5000-02,PI,5000-02-PMV-05-037,PI_TP,C,ITEM 9&10&11(TI&PT&PG) SHALL BE INSTALLED AFTER,PL-00136
5000-02,PI,5000-02-PMV-06-045,PI_TP,C,ITEM 16 (TG) SHALL BE INSTALLED AFTER TEST,PL-00289
5000-02,PI,5000-02-PMV-07-046,PI_TP,C,T.G 5192 SHALL BE INSTALLED,PL-00124
5000-02,PI,5000-02-VA-01-141,PI_TP,C,THE INSTRUMENTION DEVICE (AP :5208) MUST BE INSTALLED BEFORE THE PRECOMM,PL-01198
5000-03,PI,5000-03-LPC-02-180,PI_TP,C,PT 5307 AND PG 5306 AND TI 5307 SHOULD BE INSTALLED BEFORE PRECOMM,PL-01225
4000-01,PI,5000-03-N-01-025,PI_TP,C,THE NITROGEN HOSE COUPLING-SC MUST INSTALLED BEFORE PRECOM,PL-00152
5000-03,PI,5000-03-PMC-02-160,PI_TP,C,ORIFICE PLATE SHALL BE INSTALL (RING LT:5270),PL-02308
5000-03,PI,5000-03-PMC-02-160,PI_TP,C,INSTRUMENT INDICATOR (LT 5270) SHALL BE INSTALL,PL-02309
5000-03,PI,5000-03-PMC-02-160,PI_TP,C,LEVEL GAUGE SHALL BE INSTALL (LG:5272),PL-02310
5000-03,PI,5000-03-PMC-02-160,PI_TP,C,INSTRUMENT INDICATOR (PT 5260) SHALL BE INSTALL,PL-02311
5000-03,PI,5000-03-PMC-02-160,PI_TP,C,ALL GASKET SHALL BE INSTALL WITH THE ASSOCIATED INSTRUMENTATION DECIVE,PL-02312
5000-03,PI,5000-03-PMC-03-161,PI_TP,C,ALL INSTRUMENT INDICATOR SHALL BE INSTALL (ANALIZER POINT),PL-02359
5000-03,PI,5000-03-PMC-04-701,PI_TP,C,The Instrument Item (PG-3195 and PT-3194) Must Be Installed Before Precom,PL-00950
5000-03,PI,5000-03-PMP-01-012,PI_TP,C,TG-5187 MUST BE INSTALL,PL-00140
5000-03,PI,5000-03-PMP-02-017,PI_TP,C,LST-5322 & PG-5324 MUST BE INSTALLED BEFORE PRE COM,PL-00141
5000-03,PI,5000-03-PMP-02-017,PI_TP,C,LG-5223 & LST-5321 MUST BE INSTALLED BEFORE PRECOM,PL-00142
5000-03,PI,5000-03-PMP-03-023,PI_TP,C,ISSUE A NEW JOINT HISTORY,PL-00287
5000-03,PI,5000-03-PMP-03-023,PI_TP,C,J:1 SHALL BE WORKED AFTER,PL-00288
5000-03,PI,5000-03-PMP-04-051,PI_TP,C,BE REMOVED AFTER HAYDRO TEST ITEM(13) TI SHALL BE IN SHULLED AFTER TEST,PL-00161
5000-03,PI,5000-03-PMP-04-051,PI_TP,C,ITEM 6 (AP) SHALL BE INSTALLED AFTER TEST,PL-00162
5000-03,PI,5000-03-PMP-06-053,PI_TP,C,"YHE INSULATION KIT 4""-150# ITEM MUST BE INSTALLED BEFORE THE PRECOMM",PL-01056
5000-03,PI,5000-03-PMP-06-053,PI_TP,C,STUD BOLTS 5/8 *95 SHOULD BE INSTALLED BEFORE PRECOM,PL-01057
5000-03,PI,5000-03-PMP-06-053,PI_TP,C,"THE THICKNESS OF FLANGE SPECTACLE 3.4""-CLASS 150# AND 300# ARE INCONSISTENT WITH THE SIZE LIST IN THE ISO OF THE PACKAGE WICH SHOULD BE CORRECTED AND ASBUILTED",PL-01058
5000-03,PI,5000-03-PMP-07-054,PI_TP,C,Item 8 (Orifice Plate) Shall Be Installed After Precom,PL-00989
5000-03,PI,5000-03-PMP-08-055,PI_TP,C,ITEM 16 (PG) SHALL BE NSTALLED BEFORE PRECOM,PL-00309
5000-03,PI,5000-03-PMP-08-055,PI_TP,C,J:5 (THD) SHALL BE SEAL WELD AFTER TEST,PL-00310
5000-03,PI,5000-03-PMP-08-055,PI_TP,C,ITEM 10 (CAP SC) SHALL BE DONE SEAL WELD BEFORE PRECOM,PL-00311
5000-03,PI,5000-03-PMP-08-055,PI_TP,C,ITEM 9 (CAP SC) SHALL BE DONE SEAL WELD BEFOR PRECOM,PL-00312
5000-03,PI,5000-03-PMP-08-055,PI_TP,C,J:5 SHALL BE DONE SEAL WELD BEFORE PRECOM,PL-00313
5000-03,PI,5000-03-PMP-08-055,PI_TP,C,WELD OF SUPPORT (S1) SHALL BE COMPELETED BEFORE PRECOM,PL-00314
5000-03,PI,5000-03-PMP-08-055,PI_TP,C,WELD OF SUPPORT (S1) SHALL BE COMPELETED BEFORE PRECOM,PL-00315
5000-03,PI,5000-03-PMP-08-055,PI_TP,C,WELD OF SUPPORT (S1) SHALL BE COMPELETED BEFORE PRECOM,PL-00316
5000-03,PI,5000-03-PMP-09-085,PI_TP,C,ITEM 21 (PG-5331) SHOULD BE INSTALLED BEFORE PRECOM,PL-00291
5000-03,PI,5000-03-PMP-09-085,PI_TP,C,بولت هاي استرينر به دليل رنگ شدن کامل  TIGHT نشده اند,PL-14131
5000-03,PI,5000-03-PMP-09-085,PI_TP,C,THE BRANCH CONNECTION FROM THE STRAINER TO CLOSED DRAIN SHALL BE SEAL-WELD,PL-14132
5000-03,PI,5000-03-PMP-10-086,PI_TP,C,بولت هاي مربوط به استرينر به صورت کامل TIGHT نشده اند,PL-14133
5000-03,PI,5000-03-PMP-10-086,PI_TP,C,THE BRANCH CONNECTION FROM THE STRAINER TO CLOSED DRAIN SHALL BE SEAL-WELD,PL-14134
5000-03,PI,5000-03-PMP-10-086,PI_TP,C,ITEM 19 (PG-5327) SHOUD BE INSTALLED,PL-00290
5000-03,PI,5000-03-PMP-11-623,PI_TP,C,INSULATION KIT SHOULD BE INSTALLED BEFORE PRECOM,PL-00265
5000-03,PI,5000-03-PMP-12-181,PI_TP,C,TG-5193 SHALL BE INSTALL,PL-00361
5000-03,PI,5000-03-PMP-13-182,PI_TP,C,TG-5191 SHALL BE INSTALL,PL-00360
5000-03,PI,5000-03-PMP-14-183,PI_TP,C,TG-5189 SHALL BE INSTALLED,PL-00359
5000-03,PI,5000-03-PMP-15-624,PI_TP,C,"THE ITEM NO :6 INSULATION KIT 4|""-150# MUST BE INSTALLED BEFORE PRECOM",PL-00197
5000-03,PI,5000-03-PMP-16-630,PI_TP,C,THE ORIGINAL GASKET FOR THE NOZZLE OF THE TOWER:5003/A2 SHALL BE INSTALL,PL-02360
5000-03,PI,5000-03-PMV-01-014,PI_TP,C,(LG) SHALL BE INSTALLED AFTER TEST,PL-00279
5000-03,PI,5000-03-PMV-03-026,PI_TP,C,ALL (TT AND LG) SHALL BE ANSTALLED,PL-00163
5000-03,PI,5000-03-PMV-03-026,PI_TP,C,BEFOE PRECOM (LT-5278 & LG-5311),PL-00164
5000-03,PI,5000-03-PMV-05-040,PI_TP,C,(PT 5252) SHOULD BE INSTALLED BEFORE COMM,PL-01155
5000-03,PI,5000-03-PMV-05-040,PI_TP,C,(TI 5280) SHOULD BE INSTALLED BEFORE COMM,PL-01159
5000-03,PI,5000-03-PMV-05-040,PI_TP,C,ALL ORIGINAL GASKET SHALL BE INSTALL,PL-02347
5000-03,PI,5000-03-PMV-05-040,PI_TP,C,ALL VALVES SHALL BE LUBRICATE,PL-02348
5000-03,PI,5000-03-PMV-05-040,PI_TP,C,"BOLT TIGHTENING OF 56"" FLANGE MUST BE DONE",PL-02349
5000-03,PI,5000-03-PMV-09-047,PI_TP,C,ITEM 15 (TG) SHALL BE INSTALLED AFTER TEST,PL-00125
5000-03,PI,5000-03-PMV-09-047,PI_TP,C,J:16 SHALL BE SEAL WELD BEFORE PRECOM,PL-00126
5000-03,PI,5000-03-PMV-10-048,PI_TP,C,ITEM 22 (TG) SHALL BE INSTALLED AFTER TEST,PL-00129
5000-03,PI,5000-03-PMV-10-048,PI_TP,C,J:11 SHALL BE SEAL WELDED,PL-00131
5000-03,PI,5000-03-PMV-11-049,PI_TP,C,T.G 5275 SHALL BE INSTALLED,PL-00132
5000-03,PI,5000-03-PMV-12-119,PI_TP,C,LG-5279 MUST BE INSTALLED BEFORE PRECOM,PL-00342
5000-03,PI,5000-03-PMV-12-119,PI_TP,C,"joint no: 27TN and 35TN must  be reported after installed hose  couplings 3/4"" -cl:3000-NPT",PL-21226
5000-03,PI,5000-03-PMV-12-119,PI_TP,C,All installed valves should be lubricated,PL-21227
5000-03,PI,5000-03-PMW-01-120,PI_TP,C,(TG-5312) SHALL BE INSTALLED AFTER,PL-00341
5000-03,PI,5000-03-PMW-02-153,PI_TP,C,(PG-5351 AND PG-5355) MUST BE INSTALLED BEFORE PRECOM,PL-00384
5000-03,PI,5000-03-PMW-03-154,PI_TP,C,ITEM 16 AND ITEM 17 SHALL BE INSTALLED AFTER,PL-00382
5000-03,PI,5000-03-PMW-03-154,PI_TP,C,"INSULATION KIT 4""-150# MUST BEINSTALLED BEFORE PRECOM",PL-00383
5000-03,PI,5000-03-PMW-04-155,PI_TP,C,THE INSULATION KIT ITEM MUST BE INSTALLED BEFORE PRECOM,PL-00381
5000-03,PI,5000-03-PMW-06-157,PI_TP,C,THE INSULATION KIT ITEM MUST BE INSTALLED BEFORE PRECOM,PL-00377
5000-03,PI,5000-03-PMW-06-157,PI_TP,C,Stud Bolt 5/8*95 SHOULD BE INSTALLED BEFORE Precom,PL-00976
5000-03,PI,5000-03-PMW-07-158,PI_TP,C,ALL ORIGINAL GASKET AND BOLTS SHALL BE INSTALL AFTER TEST,PL-01817
5000-03,PI,5000-03-PMW-07-158,PI_TP,C,"INSULATIN KIT 4""-150# MUST BE INSTALLED BEFORE PRECOMM",PL-01818
5000-03,PI,5000-03-PMW-08-159,PI_TP,C,"THE INSULATION KIT (4""-CL-150-RF) SHALL BE INSTALL BEFORE PRECOMM",PL-01907
5000-03,PI,5000-03-PMW-08-159,PI_TP,C,GROUTING UNDER BASE PLATE SUPPORTS HAS NOT BEEN DONE SHALL BE DONE BEFORE P[RECOMM,PL-01908
5000-03,PI,5000-03-PMW-08-159,PI_TP,C,DATA SHEET FOR 3WAY VALVE 3*1 1/2 SHALL BE INSTALLED,PL-01909
5000-03,PI,5000-03-PMW-08-159,PI_TP,C,TO ALIGN THE PUPMS THE TEMPORARY GASKET BETWEEN THE FLANGE WAS USED TO INSTALL THE PULLEY. THE ORIGINAL GASKET MUST BE REPLACED BEFORE PRECOMM,PL-01668
5000-03,PI,5000-03-PMW-08-159,PI_TP,C,ALL INSRUMENT DEVICE SHOULD BE INSTALL BEFORE PRECOM (FO5361 | 5365 | FT:5367 | PG:5362 | 5366 | PT:5367),PL-01669
5000-03,PI,5000-03-PMW-09-179,PI_TP,C,DUE TO THE LACK OF INSTALLING OF LEVEL GAUGES OF THE PACKAGE AND RECEVING THE REINSTATMENT ACCORDING TO THE SPECIFIED LIMITS| AFTER THE INSULATION OF THE RELATED DEVICE| THE BRANCHING SHOULD BE DONE WITHOUT MISMATCH FULLY TENSION (LG 5309 AND LG-5311),PL-01070
5000-03,PI,5000-03-PMW-09-179,PI_TP,C,INSULATION KIT SHOULD BE INSTALLED BEFORE PRECOM,PL-00236
5000-03,PI,5000-03-PMW-10-187,PI_TP,C,INSULATION KIT SHOULD BE INSTALLED BEFORE PRECOM,PL-00228
5000-03,PI,5000-03-PMW-10-187,PI_TP,C,DUE TO THE LACK OF INSTALLING OF LEVEL GAUGE OF THE PACKAGE AND RECEVING THE REINSTATMENT ACCORDING TI THE SPECIDIED LIMIT. AFTER THE INSTALLATION OF THE RELATED DEVICE THE BRANCHING SHOULD BE DONE WITHOUT MISSMATCH AND FULLY LEVEL TENSION (LG-5279),PL-01025
5000-03,PI,5000-03-PMW-11-189,PI_TP,C,ALL VALVES SHALL BE LUBRICATE,PL-02253
5000-03,PI,5000-03-PMW-12-234,PI_TP,C,PG-5354|PG-5358 AND FO-5353 | FO-5357 MUST BE INSTALLED BEFORE PRECOM,PL-00389
5000-03,PI,5000-03-PMW-12-234,PI_TP,C,PG-5365 AND FO-5368 SHOULD BE INSTALLED BEFORE PRECOM,PL-00390
5000-03,PI,5000-03-PMW-13-340,PI_TP,C,ITEM 20 (PG-5363) SHOULD BE INSTALLED BEFORE PRECOM,PL-00494
5000-03,PI,5000-03-PMW-13-340,PI_TP,C,ITEM 20 (PG-5359) SHOULD BE INSTALLED BEFORE PRECOM,PL-00495
5000-03,PI,5000-03-PMW-15-631,PI_TP,C,J:1TN SHALL BE CONNECTED TO LG BEFORE PRECOMM,PL-02368
5000-03,PI,5000-03-PMW-15-631,PI_TP,C,ALL VALVES SHALL BE LUBRICATE,PL-02369
5000-04,PI,5000-04-PMC-01-615,PI_TP,C,INSTRUMENT DEVICES ITEM:15 AND 16 SHALL BE INSTALL,PL-02405
5000-04,PI,5000-04-PMC-01-615,PI_TP,C,ORIGINAL GASKET DIDN’T INSTALL ACCORDING TO PRECOMM COMMENT,PL-02406
5000-04,PI,5000-04-PMC-01-615,PI_TP,C,FLOW TRANSMITTER DIDN’T INSTALL,PL-02407
